Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
34,Non-Travel,274,Research & Development,10,3,Medical,2,Female,60,4,3,Laboratory Technician,1,Single,18760,9437,8,No,23,3,1,2,29,3,3,26,5,13,4,No
43,Travel_Rarely,1101,Sales,25,1,Life Sciences,1,Female,48,4,5,Sales Representative,4,Single,14537,13371,7,No,21,3,4,0,9,1,2,32,10,14,2,No
53,Non-Travel,548,Human Resources,12,1,Other,2,Female,97,2,1,Research Scientist,1,Divorced,16669,11773,9,No,18,3,4,3,14,0,1,31,15,7,1,Yes
18,Travel_Frequently,1045,Research & Development,12,3,Human Resources,1,Male,53,1,2,Manufacturing Director,4,Divorced,17340,7203,1,No,18,3,3,3,5,2,1,38,3,9,13,Yes
25,Travel_Rarely,1477,Research & Development,26,2,Technical Degree,3,Male,68,3,3,Manager,4,Single,16955,21745,3,No,15,4,1,2,23,5,4,31,1,7,7,No
52,Travel_Rarely,240,Sales,5,3,Human Resources,2,Female,83,3,1,Healthcare Representative,2,Single,3887,17430,3,Yes,19,3,3,0,1,0,3,0,12,4,11,No
32,Non-Travel,857,Human Resources,16,4,Life Sciences,2,Female,68,2,1,Human Resources,3,Married,16794,14462,1,No,21,3,2,3,39,3,1,9,6,6,16,No
39,Non-Travel,1029,Research & Development,1,4,Life Sciences,2,Female,46,3,2,Manufacturing Director,3,Single,15560,24331,7,Yes,16,3,1,2,14,0,3,3,16,10,15,No
31,Travel_Rarely,192,Research & Development,28,4,Life Sciences,1,Male,48,3,2,Healthcare Representative,2,Married,2340,11033,2,Yes,15,3,1,1,20,2,4,28,12,7,5,No
43,Travel_Rarely,338,Sales,9,5,Other,1,Female,77,4,4,Manufacturing Director,3,Married,12929,21918,1,Yes,22,4,4,0,17,6,1,6,9,3,5,No
45,Non-Travel,304,Sales,12,2,Life Sciences,2,Male,64,4,5,Research Director,2,Divorced,1094,20256,6,No,13,4,1,3,4,0,1,37,12,1,1,No
40,Travel_Rarely,659,Human Resources,5,2,Medical,2,Male,61,1,3,Research Director,1,Divorced,13840,17754,0,No,17,3,2,3,24,2,2,5,9,6,7,No
31,Travel_Frequently,344,Sales,22,5,Human Resources,3,Male,76,4,5,Laboratory Technician,4,Married,16756,25642,5,No,24,3,2,3,35,0,4,10,6,12,13,Yes
41,Travel_Rarely,931,Human Resources,20,1,Marketing,3,Female,76,3,3,Sales Executive,3,Married,9126,24366,2,No,19,3,1,0,9,4,2,8,9,0,1,No
19,Travel_Rarely,1440,Research & Development,22,4,Technical Degree,4,Female,93,1,1,Manager,3,Single,18881,21889,2,Yes,14,4,4,2,22,3,4,29,15,11,16,Yes
43,Travel_Frequently,1024,Human Resources,28,4,Life Sciences,3,Male,75,1,2,Research Scientist,1,Married,11923,5320,4,No,21,4,2,1,23,2,2,21,2,1,15,No
31,Non-Travel,394,Human Resources,24,1,Human Resources,3,Male,64,2,2,Research Scientist,1,Single,8053,16979,2,No,17,3,3,3,9,5,4,38,3,9,5,No
24,Travel_Rarely,739,Human Resources,3,3,Life Sciences,3,Male,46,4,1,Laboratory Technician,3,Divorced,16172,4728,3,Yes,22,4,2,0,5,3,4,8,3,6,16,No
20,Travel_Frequently,955,Research & Development,5,3,Other,1,Male,71,1,1,Research Director,3,Single,11935,19338,2,No,13,4,1,3,12,4,1,37,3,11,13,No
40,Non-Travel,1405,Sales,2,2,Life Sciences,3,Female,58,3,3,Laboratory Technician,2,Divorced,13467,3595,6,No,21,4,3,2,20,6,2,32,15,11,9,No
35,Travel_Rarely,116,Research & Development,14,5,Life Sciences,3,Male,99,1,1,Sales Representative,2,Married,12073,4288,2,Yes,12,4,1,1,31,0,2,25,8,9,3,No
55,Travel_Rarely,170,Sales,2,2,Life Sciences,2,Female,46,1,3,Human Resources,3,Married,8691,8845,9,Yes,23,4,1,3,14,3,2,15,5,12,10,Yes
52,Travel_Rarely,1392,Human Resources,13,3,Life Sciences,1,Male,43,2,5,Research Director,2,Married,14770,9663,3,No,21,4,1,0,1,0,1,8,9,0,15,Yes
32,Travel_Rarely,1448,Human Resources,7,1,Technical Degree,4,Female,53,3,2,Sales Executive,1,Single,16688,25320,1,Yes,11,3,4,2,14,0,3,22,3,6,3,Yes
42,Travel_Frequently,404,Human Resources,10,2,Human Resources,4,Male,86,3,2,Sales Representative,4,Divorced,1201,19127,1,No,16,4,4,1,16,3,4,14,11,4,5,Yes
54,Travel_Rarely,1130,Human Resources,13,4,Other,3,Female,79,4,2,Sales Representative,2,Divorced,18882,19878,8,No,15,3,2,0,19,2,2,18,9,13,7,No
45,Non-Travel,1437,Human Resources,16,4,Life Sciences,4,Female,86,3,5,Research Director,4,Divorced,14829,24990,0,No,12,4,1,3,5,2,4,15,11,10,15,No
27,Travel_Frequently,916,Sales,26,1,Life Sciences,4,Female,90,1,5,Healthcare Representative,2,Divorced,4086,8944,0,Yes,23,3,3,0,14,3,1,24,18,2,6,No
56,Non-Travel,1226,Sales,14,3,Life Sciences,4,Male,68,3,4,Human Resources,3,Divorced,12305,14302,9,No,23,4,3,1,16,2,4,34,18,10,16,No
34,Travel_Rarely,920,Human Resources,11,4,Life Sciences,3,Female,84,3,3,Human Resources,2,Single,3590,25592,0,No,13,3,3,2,25,1,1,12,0,1,2,No
56,Travel_Rarely,292,Research & Development,10,4,Medical,4,Male,65,1,3,Research Director,4,Divorced,8125,12180,2,No,19,3,4,2,21,0,3,6,3,14,14,No
39,Travel_Rarely,628,Research & Development,6,5,Medical,3,Female,66,2,4,Manager,4,Married,8860,2207,1,No,13,4,4,3,8,3,2,33,12,6,3,No
43,Travel_Rarely,270,Human Resources,4,2,Marketing,2,Female,43,4,2,Manager,3,Divorced,6408,3083,2,No,17,3,1,3,11,5,1,13,7,8,15,No
42,Travel_Frequently,350,Sales,21,3,Life Sciences,2,Male,56,4,3,Sales Executive,4,Married,2948,20796,4,No,11,3,3,3,21,4,4,22,13,8,13,No
34,Travel_Rarely,1330,Research & Development,1,2,Marketing,4,Female,60,2,3,Manager,3,Single,4963,5311,8,No,17,4,3,3,22,6,1,22,15,14,16,No
30,Travel_Rarely,640,Research & Development,7,3,Technical Degree,2,Female,73,1,2,Manufacturing Director,3,Single,1693,25135,1,No,19,3,4,1,36,3,1,16,1,13,8,No
37,Non-Travel,515,Research & Development,24,4,Marketing,3,Male,97,4,1,Manufacturing Director,4,Married,6363,26341,0,No,22,4,4,3,13,3,3,12,7,9,6,No
42,Travel_Frequently,893,Human Resources,9,5,Human Resources,2,Female,77,2,1,Research Scientist,1,Divorced,13125,10588,5,No,21,3,3,0,23,0,2,26,12,9,13,No
21,Travel_Frequently,1267,Research & Development,8,2,Medical,4,Female,86,2,4,Manufacturing Director,4,Single,12924,18592,2,No,18,3,3,1,7,4,1,1,0,7,11,No
27,Travel_Rarely,124,Research & Development,5,4,Medical,3,Female,51,2,5,Healthcare Representative,4,Single,6887,15444,6,No,17,4,2,1,25,0,1,36,11,1,16,No
20,Non-Travel,767,Research & Development,19,3,Life Sciences,1,Female,33,4,3,Healthcare Representative,2,Single,11851,25932,5,Yes,20,3,4,3,31,5,4,29,16,0,8,No
58,Non-Travel,1196,Research & Development,10,2,Life Sciences,3,Male,75,4,3,Healthcare Representative,4,Divorced,8734,21040,6,No,24,3,1,1,27,6,1,3,6,7,11,No
35,Non-Travel,731,Sales,11,2,Technical Degree,2,Female,88,4,4,Manufacturing Director,2,Married,10913,7850,4,Yes,18,4,1,0,31,2,1,29,15,1,11,Yes
53,Non-Travel,1216,Human Resources,25,4,Other,1,Female,63,4,4,Sales Executive,2,Married,17191,20820,0,No,23,4,3,1,21,3,2,2,13,3,7,No
39,Travel_Rarely,604,Human Resources,15,2,Technical Degree,3,Female,40,3,3,Research Director,4,Divorced,6293,14719,2,Yes,14,4,4,1,8,0,2,13,9,11,9,No
51,Travel_Frequently,435,Sales,6,5,Human Resources,1,Female,60,2,2,Laboratory Technician,3,Single,14845,23777,2,No,12,3,1,0,2,6,4,10,2,3,11,No
25,Travel_Rarely,524,Sales,15,5,Life Sciences,1,Female,40,3,2,Research Scientist,1,Divorced,14820,18517,6,No,24,3,4,0,24,5,1,39,11,1,4,No
57,Non-Travel,598,Human Resources,5,4,Life Sciences,1,Female,85,2,5,Human Resources,4,Divorced,3291,25617,2,No,24,4,3,1,38,5,1,22,7,3,0,No
36,Non-Travel,1487,Research & Development,29,3,Technical Degree,3,Female,67,4,3,Sales Representative,4,Married,15395,19022,4,No,21,3,3,2,11,6,1,31,15,6,8,No
59,Non-Travel,1046,Research & Development,19,4,Technical Degree,2,Female,50,4,3,Human Resources,3,Divorced,13391,3228,3,Yes,19,3,3,1,28,1,3,2,0,5,14,No
58,Non-Travel,729,Human Resources,22,5,Technical Degree,3,Male,39,3,3,Research Scientist,2,Divorced,3698,6019,3,No,13,3,4,0,2,3,3,0,16,9,1,No
54,Non-Travel,1322,Research & Development,19,1,Medical,2,Male,55,1,3,Human Resources,3,Single,12566,11482,6,No,24,3,1,0,22,5,4,8,5,5,3,No
23,Non-Travel,817,Sales,10,1,Marketing,3,Male,37,4,4,Human Resources,3,Single,10202,16105,0,No,21,3,2,0,22,6,3,8,0,3,3,No
43,Travel_Rarely,438,Research & Development,12,2,Marketing,3,Male,37,1,1,Human Resources,2,Married,15055,20580,6,Yes,14,4,1,2,17,2,4,11,14,1,2,No
51,Travel_Frequently,758,Research & Development,22,2,Life Sciences,3,Female,89,2,3,Manufacturing Director,4,Single,2041,11895,7,Yes,17,4,4,0,10,0,1,0,12,4,15,No
23,Travel_Rarely,1061,Research & Development,4,1,Medical,2,Female,63,3,1,Laboratory Technician,3,Divorced,18941,16135,2,No,12,3,1,3,35,0,3,15,5,10,7,No
54,Travel_Rarely,528,Human Resources,18,5,Technical Degree,3,Male,45,1,2,Manager,3,Divorced,18591,18245,2,Yes,24,3,2,3,25,1,2,29,12,12,6,No
50,Travel_Frequently,998,Sales,16,2,Life Sciences,1,Male,42,1,5,Laboratory Technician,4,Divorced,10872,12387,3,Yes,18,3,1,2,7,2,3,7,3,2,11,Yes
39,Non-Travel,238,Research & Development,8,4,Medical,3,Male,51,4,2,Human Resources,4,Married,4621,19359,5,Yes,22,4,2,0,27,5,1,9,0,2,11,Yes
38,Non-Travel,1041,Human Resources,4,4,Human Resources,1,Female,56,1,3,Laboratory Technician,1,Single,4352,16904,6,No,20,4,4,0,17,6,2,32,9,3,3,No
23,Travel_Frequently,641,Research & Development,25,5,Other,4,Female,93,1,2,Research Scientist,3,Divorced,19062,8121,0,Yes,18,4,3,3,12,1,4,37,3,10,14,No
23,Non-Travel,156,Sales,23,2,Medical,4,Male,31,2,4,Research Director,1,Single,11937,3028,3,No,22,4,2,3,35,5,1,21,12,10,5,Yes
21,Travel_Rarely,1355,Research & Development,12,4,Life Sciences,2,Male,55,3,1,Manager,2,Single,15602,18909,6,No,15,4,4,1,39,5,2,15,3,4,2,No
47,Travel_Rarely,757,Sales,2,2,Marketing,2,Male,98,4,3,Research Director,4,Single,9972,4327,1,No,19,3,3,2,11,3,3,18,15,10,6,No
28,Travel_Rarely,534,Research & Development,4,2,Technical Degree,4,Male,59,4,4,Sales Representative,4,Single,1945,20930,0,No,18,3,2,1,21,4,4,10,8,1,5,No
47,Travel_Rarely,483,Sales,5,4,Other,3,Male,37,1,1,Laboratory Technician,1,Married,8973,19219,0,No,11,3,3,2,1,6,3,10,3,5,0,No
48,Travel_Rarely,659,Research & Development,3,1,Human Resources,3,Female,67,2,4,Research Director,3,Married,15118,4483,9,Yes,19,3,1,0,39,5,2,13,19,14,7,Yes
41,Non-Travel,293,Sales,9,4,Other,3,Male,90,1,2,Sales Executive,2,Married,12290,4734,5,Yes,23,4,4,0,27,0,2,38,7,5,0,No
26,Non-Travel,633,Research & Development,29,5,Other,4,Female,94,1,3,Sales Executive,3,Divorced,17383,11730,4,Yes,24,3,4,2,12,5,1,25,3,7,15,No
20,Travel_Rarely,617,Research & Development,21,3,Medical,1,Male,96,4,2,Research Director,3,Divorced,19974,12102,0,No,24,3,4,1,32,1,4,19,8,1,2,No
48,Travel_Rarely,815,Human Resources,18,4,Life Sciences,2,Male,75,1,5,Human Resources,1,Divorced,11366,9304,9,No,15,3,4,3,2,6,4,19,10,7,1,No
57,Non-Travel,850,Human Resources,11,2,Life Sciences,1,Female,72,1,3,Manager,3,Married,2797,6049,2,No,19,3,2,2,33,5,2,4,4,14,5,No
54,Travel_Frequently,284,Sales,3,2,Other,4,Male,88,2,2,Healthcare Representative,1,Single,12248,16947,6,No,19,4,1,2,22,6,1,0,8,7,7,Yes
53,Travel_Rarely,391,Research & Development,25,4,Technical Degree,1,Female,75,4,3,Research Scientist,4,Married,3257,11495,8,Yes,20,4,3,2,31,0,2,10,7,3,6,Yes
41,Travel_Frequently,1458,Sales,23,3,Life Sciences,3,Female,64,3,1,Human Resources,4,Divorced,3197,26707,8,No,20,3,4,0,19,0,2,9,3,6,6,No
48,Travel_Rarely,831,Human Resources,2,4,Other,3,Male,68,2,3,Manager,4,Divorced,9222,2392,5,Yes,13,3,4,2,27,1,4,27,19,14,2,No
23,Travel_Rarely,215,Sales,9,3,Life Sciences,1,Male,80,2,3,Research Director,2,Single,15152,13776,2,No,18,3,2,0,7,0,3,33,0,12,10,No
19,Travel_Rarely,924,Sales,14,3,Technical Degree,4,Female,33,2,1,Human Resources,2,Married,3912,12867,0,Yes,17,3,2,3,2,2,3,12,19,6,10,No
37,Travel_Frequently,1172,Human Resources,4,5,Human Resources,1,Female,80,4,2,Human Resources,3,Single,12004,4466,2,No,17,4,2,3,29,2,4,24,12,14,2,No
45,Non-Travel,784,Research & Development,29,2,Other,3,Male,34,1,3,Research Director,1,Married,9874,3225,9,No,22,4,1,1,24,4,1,22,4,0,0,No
28,Travel_Rarely,181,Sales,9,2,Marketing,3,Female,84,3,4,Research Director,3,Divorced,16416,16987,1,Yes,20,3,3,0,29,6,4,35,19,13,9,Yes
21,Non-Travel,933,Human Resources,13,3,Marketing,4,Male,49,4,3,Laboratory Technician,4,Single,7152,21089,4,No,12,3,1,3,28,2,1,11,9,12,1,No
32,Travel_Rarely,432,Research & Development,18,2,Other,1,Female,53,1,2,Laboratory Technician,3,Single,8172,2461,7,No,12,4,4,3,29,1,4,1,15,13,16,No
23,Travel_Rarely,656,Human Resources,15,1,Medical,3,Male,65,2,1,Research Scientist,3,Married,4185,11993,4,No,12,4,2,1,33,5,1,19,7,0,8,No
47,Travel_Frequently,434,Sales,28,3,Human Resources,3,Female,63,4,2,Sales Executive,3,Married,10161,13465,0,No,23,3,4,1,24,2,2,15,11,7,8,No
55,Travel_Frequently,631,Research & Development,10,2,Medical,1,Female,83,1,5,Manufacturing Director,4,Married,16765,22369,2,No,21,3,3,1,16,4,2,13,2,10,10,No
19,Non-Travel,320,Research & Development,16,1,Marketing,1,Male,63,3,3,Research Scientist,1,Divorced,18467,18535,4,No,12,3,3,0,23,6,1,1,3,0,16,No
32,Non-Travel,734,Human Resources,12,5,Technical Degree,2,Female,46,3,3,Research Scientist,3,Married,5862,12461,6,No,24,4,1,2,37,3,4,15,16,2,13,No
28,Travel_Rarely,422,Human Resources,20,2,Other,4,Female,34,1,1,Healthcare Representative,4,Divorced,4070,14366,4,No,14,4,1,0,27,3,2,3,19,5,11,No
25,Travel_Rarely,102,Human Resources,5,1,Life Sciences,4,Female,47,4,3,Manufacturing Director,2,Married,12940,3785,9,No,17,4,2,1,32,1,4,12,12,7,7,No
43,Non-Travel,305,Research & Development,2,4,Marketing,1,Female,84,2,4,Sales Executive,1,Married,9563,8242,4,No,12,4,2,2,35,4,3,37,5,14,7,No
22,Travel_Rarely,139,Research & Development,10,4,Human Resources,4,Female,82,1,4,Human Resources,4,Divorced,15931,26529,6,No,15,4,4,3,6,2,2,0,2,4,7,No
23,Travel_Rarely,158,Sales,1,1,Marketing,3,Female,79,2,2,Manufacturing Director,3,Married,17585,16312,7,Yes,24,3,2,0,22,4,4,8,13,4,14,No
43,Travel_Frequently,1050,Research & Development,7,3,Human Resources,1,Female,74,3,1,Healthcare Representative,4,Divorced,17472,8356,7,No,17,3,2,1,25,0,4,20,6,3,7,No
21,Non-Travel,673,Sales,26,3,Human Resources,1,Male,42,1,5,Sales Representative,1,Divorced,15772,25694,6,No,19,3,4,1,13,4,3,17,2,13,13,No
36,Travel_Rarely,743,Human Resources,17,2,Other,1,Female,45,3,2,Research Scientist,3,Married,15455,25229,2,Yes,18,3,3,2,27,2,4,31,5,3,12,No
37,Travel_Rarely,942,Human Resources,16,4,Human Resources,2,Female,42,2,1,Research Director,2,Married,7299,21844,1,No,19,4,2,0,23,1,1,33,12,6,7,No
50,Travel_Rarely,1245,Research & Development,27,3,Medical,4,Male,49,2,1,Research Scientist,2,Single,11188,20220,0,Yes,17,3,2,3,6,0,2,19,13,5,16,No
37,Travel_Rarely,718,Human Resources,27,3,Technical Degree,2,Female,95,1,2,Healthcare Representative,2,Married,13686,11589,5,No,13,4,4,3,35,4,1,1,14,7,5,Yes
29,Travel_Rarely,195,Human Resources,24,4,Marketing,3,Female,76,1,2,Research Scientist,4,Single,15011,24127,8,No,11,4,4,2,38,3,3,3,15,14,16,No
18,Non-Travel,1358,Research & Development,3,5,Technical Degree,4,Male,48,1,3,Research Scientist,1,Married,18938,24662,2,No,20,3,4,2,14,2,1,37,0,10,3,No
43,Travel_Frequently,997,Sales,14,3,Life Sciences,2,Female,74,3,5,Manufacturing Director,2,Divorced,13874,3493,4,No,17,3,4,3,2,1,4,6,14,13,6,Yes
31,Travel_Rarely,1185,Research & Development,10,1,Marketing,1,Female,66,2,4,Manufacturing Director,3,Divorced,14441,19932,8,No,23,3,4,2,1,5,3,21,6,5,16,No
55,Non-Travel,1379,Sales,22,2,Technical Degree,2,Male,83,2,3,Research Director,3,Single,1054,7163,8,Yes,21,3,2,2,6,2,3,19,8,10,5,No
54,Travel_Rarely,660,Research & Development,7,3,Technical Degree,1,Male,35,3,1,Manager,3,Married,5031,11612,6,No,16,3,1,0,15,4,1,34,14,9,9,No
28,Non-Travel,1004,Research & Development,26,3,Other,2,Female,43,1,5,Research Director,4,Single,10315,16297,3,No,12,3,1,2,20,6,3,3,13,6,6,No
53,Non-Travel,447,Human Resources,17,5,Other,2,Female,33,4,5,Sales Representative,1,Married,2552,7704,1,No,11,4,1,1,8,1,1,19,18,9,13,Yes
30,Travel_Frequently,770,Research & Development,6,1,Life Sciences,2,Male,84,1,2,Manufacturing Director,1,Married,8795,24788,1,No,22,4,2,1,11,3,1,34,17,13,13,Yes
20,Travel_Rarely,1247,Research & Development,23,2,Human Resources,1,Female,63,4,5,Research Scientist,2,Divorced,6271,8688,3,No,20,4,3,1,28,0,1,32,8,9,9,No
50,Travel_Rarely,416,Sales,22,3,Marketing,2,Male,56,4,5,Human Resources,1,Single,15665,17835,0,No,14,3,2,2,23,4,3,20,0,4,8,No
23,Non-Travel,818,Human Resources,4,2,Other,4,Male,36,3,1,Research Scientist,3,Divorced,1115,22035,3,No,24,4,1,3,32,1,3,13,11,5,9,No
27,Travel_Rarely,1171,Sales,17,4,Marketing,4,Male,32,2,3,Sales Executive,3,Divorced,4613,20447,5,No,14,3,1,1,13,0,2,30,9,0,1,No
22,Non-Travel,1259,Sales,27,3,Life Sciences,4,Female,76,2,5,Research Director,4,Divorced,7372,20404,5,Yes,16,3,4,0,17,6,1,21,6,2,2,Yes
40,Travel_Rarely,1324,Human Resources,9,3,Other,1,Male,31,2,2,Human Resources,3,Single,17130,23141,6,No,21,4,4,2,4,1,1,29,13,11,15,No
27,Travel_Frequently,349,Human Resources,4,4,Other,1,Male,54,2,3,Sales Executive,1,Married,4837,24307,4,No,15,4,4,3,14,5,1,28,0,7,9,No
19,Travel_Rarely,413,Human Resources,7,5,Human Resources,4,Male,89,3,2,Sales Representative,3,Married,4533,12341,8,No,19,3,2,3,6,4,1,35,14,2,10,No
30,Travel_Rarely,1491,Research & Development,23,3,Marketing,4,Female,53,4,5,Research Scientist,2,Single,10610,9353,1,No,18,3,3,2,24,1,1,28,0,13,9,No
57,Travel_Rarely,906,Human Resources,2,2,Marketing,4,Female,44,2,3,Manager,4,Married,12108,11142,1,No,19,4,3,2,13,3,1,6,12,0,11,No
19,Travel_Frequently,1437,Human Resources,17,1,Marketing,3,Female,43,4,5,Healthcare Representative,4,Single,6831,17266,3,No,20,4,4,0,39,6,1,31,19,2,13,No
37,Travel_Rarely,1478,Human Resources,24,2,Human Resources,4,Male,83,3,1,Sales Executive,1,Single,2294,10216,3,No,17,4,3,2,35,1,2,12,1,11,8,No
18,Travel_Rarely,584,Sales,8,5,Other,2,Female,35,1,3,Research Scientist,3,Married,16663,17932,3,No,19,4,1,2,34,4,2,12,2,3,12,No
54,Travel_Rarely,1334,Sales,23,1,Life Sciences,3,Female,47,3,2,Research Scientist,3,Divorced,8550,26593,0,No,13,4,1,3,23,1,4,13,3,7,5,No
26,Non-Travel,143,Research & Development,15,2,Marketing,3,Male,49,2,1,Manager,1,Single,19459,14017,3,No,19,4,4,1,14,0,1,5,15,8,10,No
34,Non-Travel,670,Sales,15,2,Technical Degree,1,Male,91,1,4,Sales Executive,1,Single,14830,2569,4,No,12,3,4,1,10,0,1,15,11,3,0,Yes
26,Travel_Rarely,682,Research & Development,8,4,Human Resources,2,Female,69,3,2,Manufacturing Director,2,Single,14031,7112,8,No,19,4,4,3,23,6,2,20,3,12,14,No
28,Non-Travel,1215,Sales,16,5,Medical,1,Female,68,3,5,Healthcare Representative,1,Single,12869,3355,2,Yes,23,3,3,2,10,5,2,15,11,11,6,No
32,Non-Travel,1388,Human Resources,19,4,Life Sciences,1,Male,81,4,2,Research Scientist,3,Married,6817,10056,2,No,16,3,2,0,16,2,1,4,6,6,10,No
41,Travel_Frequently,994,Sales,11,1,Technical Degree,2,Female,61,3,4,Research Scientist,2,Married,19162,18086,4,Yes,14,4,4,1,5,6,1,23,19,0,16,No
55,Travel_Rarely,319,Research & Development,2,4,Marketing,1,Male,56,1,2,Sales Representative,4,Single,13867,19214,9,Yes,22,4,3,2,20,5,2,0,2,8,4,Yes
52,Travel_Rarely,1024,Sales,23,5,Medical,2,Male,81,3,1,Sales Representative,3,Divorced,13086,23515,5,No,24,4,4,1,7,6,2,9,4,10,8,Yes
47,Travel_Rarely,500,Human Resources,24,3,Life Sciences,2,Female,92,2,2,Manager,4,Married,11690,16220,2,No,22,3,2,3,14,2,4,34,11,11,15,No
48,Travel_Rarely,826,Research & Development,17,3,Human Resources,1,Female,92,4,3,Sales Executive,4,Divorced,17757,16498,0,Yes,23,3,4,1,31,3,4,30,11,3,10,Yes
22,Non-Travel,1090,Human Resources,28,1,Medical,4,Female,46,1,4,Laboratory Technician,4,Divorced,15770,23786,9,No,21,4,1,3,9,0,1,14,19,13,16,No
31,Travel_Rarely,998,Human Resources,26,3,Other,1,Female,78,1,2,Human Resources,3,Single,15329,2834,7,No,12,4,4,3,27,2,2,10,6,13,5,No
28,Non-Travel,957,Research & Development,16,4,Medical,3,Male,52,3,4,Sales Executive,4,Married,11457,23336,0,No,23,3,1,3,14,1,4,8,11,8,14,No
26,Travel_Rarely,903,Human Resources,25,1,Technical Degree,1,Female,42,2,1,Research Scientist,3,Single,11034,13308,1,Yes,20,3,1,0,11,3,1,1,1,13,2,No
51,Travel_Rarely,589,Human Resources,15,5,Life Sciences,2,Female,52,4,3,Research Director,4,Single,18957,2969,2,No,13,4,3,2,17,4,4,29,13,2,8,No
29,Travel_Rarely,1037,Sales,13,1,Technical Degree,3,Female,86,1,5,Sales Representative,1,Divorced,18171,2592,5,No,15,4,3,3,36,2,4,15,15,14,11,No
52,Travel_Rarely,943,Human Resources,15,1,Technical Degree,2,Male,91,4,2,Human Resources,1,Divorced,2545,2254,3,No,19,4,1,3,23,6,4,0,6,10,15,No
52,Travel_Rarely,1392,Human Resources,27,2,Marketing,4,Female,83,3,1,Manufacturing Director,3,Divorced,14359,12306,3,No,17,3,1,1,36,5,3,5,3,12,7,Yes
18,Non-Travel,366,Human Resources,4,2,Human Resources,4,Female,49,2,4,Manufacturing Director,4,Single,14146,4661,8,No,21,3,4,2,28,2,1,10,19,14,4,No
57,Travel_Rarely,153,Human Resources,16,1,Medical,3,Male,81,3,4,Sales Representative,4,Single,14498,17309,5,No,22,4,4,0,9,5,4,32,4,4,11,No
39,Non-Travel,627,Research & Development,12,3,Life Sciences,4,Male,52,4,1,Sales Executive,4,Single,14171,10794,1,Yes,23,4,1,0,13,6,1,16,13,0,5,No
46,Non-Travel,715,Sales,4,2,Other,4,Male,64,3,2,Human Resources,1,Single,15202,20223,6,No,21,4,3,1,15,6,1,33,8,10,11,No
25,Non-Travel,1182,Human Resources,3,5,Human Resources,1,Male,96,4,5,Research Scientist,4,Single,5374,7905,2,No,13,3,4,0,36,5,2,39,4,2,14,No
28,Travel_Rarely,1163,Human Resources,22,4,Human Resources,1,Male,63,1,2,Sales Executive,4,Single,10849,4431,8,No,23,3,4,1,10,0,1,24,1,4,9,No
58,Travel_Rarely,1360,Research & Development,17,2,Life Sciences,4,Female,62,1,3,Sales Representative,3,Single,17990,9756,5,No,14,3,4,2,25,3,4,21,4,14,16,No
54,Non-Travel,1054,Human Resources,22,1,Human Resources,4,Male,75,3,2,Manager,4,Single,14336,7353,7,No,24,4,3,1,39,5,1,25,2,5,6,No
31,Travel_Rarely,485,Research & Development,18,3,Marketing,1,Male,74,1,3,Laboratory Technician,1,Married,3576,19349,0,No,22,4,1,1,18,0,2,26,9,12,6,No
47,Travel_Rarely,833,Sales,25,4,Human Resources,4,Male,48,4,4,Sales Executive,4,Married,6051,3737,1,Yes,21,4,4,3,17,0,3,37,7,7,10,Yes
52,Non-Travel,815,Sales,18,2,Marketing,4,Male,44,1,3,Healthcare Representative,1,Married,17706,18868,5,No,12,3,3,0,29,5,3,8,9,0,1,No
38,Travel_Frequently,749,Human Resources,23,3,Medical,2,Male,95,2,5,Manufacturing Director,1,Married,11068,26325,2,No,24,3,3,2,31,3,2,36,1,14,1,No
54,Travel_Rarely,399,Human Resources,28,3,Medical,4,Male,68,2,1,Healthcare Representative,2,Single,17967,14326,0,No,18,3,3,2,22,1,4,4,13,2,13,No
22,Travel_Rarely,494,Human Resources,17,3,Technical Degree,3,Male,47,3,3,Sales Executive,1,Single,12001,26586,5,No,16,4,3,3,11,6,4,17,3,0,15,No
36,Travel_Rarely,1330,Research & Development,12,1,Marketing,2,Male,99,3,2,Sales Executive,2,Divorced,9847,14911,4,Yes,13,4,4,1,12,2,4,21,11,4,10,No
31,Non-Travel,1459,Human Resources,23,5,Other,3,Female,88,3,3,Healthcare Representative,2,Divorced,5881,24635,8,No,23,3,1,2,20,0,1,11,19,7,8,No
43,Travel_Rarely,692,Human Resources,21,3,Medical,4,Female,61,3,4,Manager,4,Married,9414,20411,5,No,15,4,1,2,20,2,3,21,13,3,6,No
21,Travel_Rarely,613,Sales,24,4,Human Resources,1,Female,50,4,3,Healthcare Representative,2,Divorced,19506,7213,4,Yes,15,4,3,1,28,3,4,5,15,12,3,No
42,Travel_Frequently,1301,Human Resources,4,2,Life Sciences,2,Male,69,4,5,Research Scientist,3,Married,8699,26374,0,Yes,22,3,1,1,28,1,3,35,4,10,15,No
